"Component  ","Description  ","Primary winding connection ","Primary resistance [3] ","Primary leakage inductance [3] ","Primary winding voltage [3] ","Secondary winding connection ","Secondary resistance [3] ","Secondary leakage inductance [3] ","Secondary winding voltage [3] ","Magnetization resistance [3] ","Magnetization inductance [3] ","Primary neutral resistance [4] ","Primary neutral inductance [4] ","Primary neutral capacitance [4] ","Secondary neutral resistance [4] ","Secondary neutral inductance [4] ","Secondary neutral capacitance [4] ","Base primary winding voltage ","Base secondary winding voltage ","Base power  ","Base frequency  "
xf_4231_to_4449_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.03216221658736996 0.03216221658736996 0.03216221658736996],[0.0037080896220635 0.0037080896220635 0.0037080896220635],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4232_to_4409_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.03637107355611865 0.03637107355611865 0.03637107355611865],[0.00346447631003473 0.00346447631003473 0.00346447631003473],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4232_to_4409_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.03722448255396911 0.03722448255396911 0.03722448255396911],[0.003569704402947859 0.003569704402947859 0.003569704402947859],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4233_to_4124_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[37628.80379443386000 37628.80379443386000 37628.80379443386000],Yg,[2.983093986204362 2.983093986204362 2.983093986204362],[0.3111019661820389 0.3111019661820389 0.3111019661820389],[158771.3240271471000 158771.3240271471000 158771.3240271471000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,158771.3240271471,33333333.33333333,50
xf_4233_to_4124_3,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[37628.80379443386000 37628.80379443386000 37628.80379443386000],Yg,[3.147357336223654 3.147357336223654 3.147357336223654],[0.3250206995258316 0.3250206995258316 0.3250206995258316],[158771.3240271471000 158771.3240271471000 158771.3240271471000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,158771.3240271471,33333333.33333333,50
xf_4234_to_4416_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.06200038570396231 0.06200038570396231 0.06200038570396231],[0.004081178141434411 0.004081178141434411 0.004081178141434411],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4234_to_4416_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.06178708132252052 0.06178708132252052 0.06178708132252052],[0.004202187409747353 0.004202187409747353 0.004202187409747353],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4235_to_4417_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.03216412140468768 0.03216412140468768 0.03216412140468768],[0.003578963058425307 0.003578963058425307 0.003578963058425307],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4235_to_4417_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.03436920974877707 0.03436920974877707 0.03436920974877707],[0.003570184928546168 0.003570184928546168 0.003570184928546168],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4236_to_4418_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.08159662195069491 0.08159662195069491 0.08159662195069491],[0.003944499367830014 0.003944499367830014 0.003944499367830014],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4236_to_4418_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.08071146954240049 0.08071146954240049 0.08071146954240049],[0.003753973070087402 0.003753973070087402 0.003753973070087402],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4236_to_4418_3,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.07485397111678266 0.07485397111678266 0.07485397111678266],[0.003905212314363957 0.003905212314363957 0.003905212314363957],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4236_to_4418_4,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.07873004951743644 0.07873004951743644 0.07873004951743644],[0.003763791486634481 0.003763791486634481 0.003763791486634481],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4237_to_4419_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.03192644224940237 0.03192644224940237 0.03192644224940237],[0.003624671998938416 0.003624671998938416 0.003624671998938416],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4237_to_4419_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.03222041490095857 0.03222041490095857 0.03222041490095857],[0.003602574253246775 0.003602574253246775 0.003602574253246775],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4239_to_4421_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.06155777224561757 0.06155777224561757 0.06155777224561757],[0.003887705617913205 0.003887705617913205 0.003887705617913205],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4239_to_4421_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[32865.66407361945000 32865.66407361945000 32865.66407361945000],Yg,[0.0440835170703773 0.0440835170703773 0.0440835170703773],[0.003886060760052579 0.003886060760052579 0.003886060760052579],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4240_to_4422_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.04275603960626483 0.04275603960626483 0.04275603960626483],[0.003692000989182554 0.003692000989182554 0.003692000989182554],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4240_to_4422_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.04599294035064939 0.04599294035064939 0.04599294035064939],[0.003800070162050109 0.003800070162050109 0.003800070162050109],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4240_to_4422_3,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.028618918136729 0.028618918136729 0.028618918136729],[0.003220784400407666 0.003220784400407666 0.003220784400407666],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4241_to_4420_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.07484577002960557 0.07484577002960557 0.07484577002960557],[0.003952340974233787 0.003952340974233787 0.003952340974233787],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4241_to_4420_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.06481590121166725 0.06481590121166725 0.06481590121166725],[0.003611457774337758 0.003611457774337758 0.003611457774337758],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4243_to_4066_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.0049768514998054 0.0049768514998054 0.0049768514998054],[0.0009755305994277931 0.0009755305994277931 0.0009755305994277931],[9122.134253196087000 9122.134253196087000 9122.134253196087000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,9093.266739736606,33333333.33333333,50
xf_4243_to_4067_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.006937590388347746 0.006937590388347746 0.006937590388347746],[0.000885519755244817 0.000885519755244817 0.000885519755244817],[6639.528095680697000 6639.528095680697000 6639.528095680697000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6639.528095680696,33333333.33333333,50
xf_4243_to_4482_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[39057.74571067818000 39057.74571067818000 39057.74571067818000],Yg,[0.06169285678497981 0.06169285678497981 0.06169285678497981],[0.003773083320702356 0.003773083320702356 0.003773083320702356],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4244_to_4424_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.04532634263665784 0.04532634263665784 0.04532634263665784],[0.003779297339552514 0.003779297339552514 0.003779297339552514],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4244_to_4424_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38105.1177665153000 38105.1177665153000 38105.1177665153000],Yg,[0.02694969500678186 0.02694969500678186 0.02694969500678186],[0.003544987427764871 0.003544987427764871 0.003544987427764871],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4245_to_4425_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[37628.80379443386000 37628.80379443386000 37628.80379443386000],Yg,[0.03141130544394404 0.03141130544394404 0.03141130544394404],[0.003432434967087191 0.003432434967087191 0.003432434967087191],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4245_to_4425_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[37628.80379443386000 37628.80379443386000 37628.80379443386000],Yg,[0.04217437721043646 0.04217437721043646 0.04217437721043646],[0.003713586512557746 0.003713586512557746 0.003713586512557746],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,6350.852961085884,33333333.33333333,50
xf_4246_to_4426_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.02591618514201752 0.02591618514201752 0.02591618514201752],[0.001757854440730167 0.001757854440730167 0.001757854440730167],[4387.862045841156000 4387.862045841156000 4387.862045841156000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,4387.862045841156,33333333.33333333,50
xf_4246_to_4426_2,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.0317604448123619 0.0317604448123619 0.0317604448123619],[0.00233251280330112 0.00233251280330112 0.00233251280330112],[4387.862045841156000 4387.862045841156000 4387.862045841156000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,4387.862045841156,33333333.33333333,50
xf_4247_to_4427_1,0.0,Yg,[4.356000000000001e-008 4.356000000000001e-008 4.356000000000001e-008],[1.386557864216592e-010 1.386557864216592e-010 1.386557864216592e-010],[38581.43173859673000 38581.43173859673000 38581.43173859673000],Yg,[0.02188988764966637 0.02188988764966637 0.02188988764966637],[0.001979168767548962 0.001979168767548962 0.001979168767548962],[4387.862045841156000 4387.862045841156000 4387.862045841156000],[43560000 43560000 43560000],[138655.7864216592 138655.7864216592 138655.7864216592],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],38105.1177665153,4387.862045841156,33333333.33333333,50
