"Component  ","Description  ","Dynamic load status ","External control of P and Q ","Measuring filter status ","Base power  ","Base voltage  ","Base frequency  ","U0  ","P0  ","Q0  ","Vmin  ","Rs  ","Ls  ","Rp  ","Lp  ","Cp  ","np  ","nq  ","kp  ","kq  ","Tp1  ","Tp2  ","Tq1  ","Tq2  "
load_P_4418_4,0.0,1,0,1,100000000,11000,50,1.007675062898994,2355644.35111489,859119.5146327841,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4419_1,0.0,1,0,1,100000000,11000,50,0.9796083962396005,8367783.67828513,2589040.66165867,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4420_1,0.0,1,0,1,100000000,11000,50,0.9951913992615307,9236536.434969861,1628540.86461868,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4421_1,0.0,1,0,1,100000000,11000,50,1.092891143071361,2452243.12628713,-312201.430901885,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4421_2,0.0,1,0,1,100000000,11000,50,1.092891143071361,2380770.13930818,-335347.246572375,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4422_1,0.0,1,0,1,100000000,11000,50,0.9852744849062272,8361654.123649931,1628721.78397179,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4422_2,0.0,1,0,1,100000000,11000,50,0.9852744849062272,8046997.532443751,1594065.8600986,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4422_3,0.0,1,0,1,100000000,11000,50,0.9852744849062272,7829816.89238981,1601389.87514377,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4424_1,0.0,1,0,1,100000000,11000,50,0.9916961146821525,5170673.9438619,1934034.78875179,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4424_2,0.0,1,0,1,100000000,11000,50,0.9916961146821525,5181803.053781481,1904565.06240591,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4425_1,0.0,1,0,1,100000000,11000,50,1.004221392526912,9836705.578227811,3881355.52374367,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4426_1,0.0,1,0,1,100000000,7600,50,0.9986720191214257,4514640.72968904,813854.366145097,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4427_1,0.0,1,0,1,100000000,7600,50,1.002120006773267,573627.608084772,735131.731953844,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4427_2,0.0,1,0,1,100000000,7600,50,1.002120006773267,533942.0396852311,766234.244593978,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4428_1,0.0,1,0,1,100000000,7600,50,0.9822045441481309,1325280.58085195,-1107850.7022718,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4428_2,0.0,1,0,1,100000000,7600,50,0.9822045441481309,1294807.1772553,-1131790.39439256,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4429_1,0.0,1,0,1,100000000,11000,50,0.9994681455271488,6243756.06206618,3070356.00008816,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4429_2,0.0,1,0,1,100000000,11000,50,0.9994681455271488,6288219.81778815,3202206.11158386,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4430_1,0.0,1,0,1,100000000,11000,50,1.002939997487409,9253839.24798877,4881216.02421291,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4431_1,0.0,1,0,1,100000000,11000,50,1.02379443374948,101179.745025001,-317826.384976739,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4432_2,0.0,1,0,1,100000000,7600,50,0.9851556449294735,104108.264190145,12170.6651737914,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4433_1,0.0,1,0,1,100000000,11000,50,1.009986059427272,7265157.95047507,2790498.78712469,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4435_1,0.0,1,0,1,100000000,11000,50,1.009929469049583,7654235.673248299,2479739.12204104,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4435_2,0.0,1,0,1,100000000,11000,50,1.009929469049583,7378240.98153636,2617381.43709861,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4436_1,0.0,1,0,1,100000000,11000,50,0.9956220266247235,7065656.07123962,2728945.3376017,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4437_1,0.0,1,0,1,100000000,11000,50,1.001393962048285,7483442.41311103,3752794.78320074,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4437_2,0.0,1,0,1,100000000,11000,50,1.001393962048285,7477680.748553569,3613041.89044554,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_1,0.0,1,0,1,100000000,11000,50,1.008057645982754,4049047.30453994,2187938.79091144,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_2,0.0,1,0,1,100000000,11000,50,1.008057645982754,4309702.95436308,2261136.42299753,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_3,0.0,1,0,1,100000000,11000,50,1.008057645982754,3332640.2957201,1383262.00314914,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_4,0.0,1,0,1,100000000,11000,50,1.008057645982754,2900934.37021729,1128667.14161863,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_5,0.0,1,0,1,100000000,11000,50,1.008057645982754,5685795.00403954,3489071.23201783,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_6,0.0,1,0,1,100000000,11000,50,1.008057645982754,4176754.67895716,2243618.63864986,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4438_7,0.0,1,0,1,100000000,11000,50,1.008057645982754,7582761.813092981,2329197.13485241,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4439_8,0.0,1,0,1,100000000,11000,50,1.0034059643221,1410950.90797348,634483.5461919201,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4440_1,0.0,1,0,1,100000000,11000,50,1.001969742805372,7793785.65491773,3880225.5372908,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4440_2,0.0,1,0,1,100000000,11000,50,1.001969742805372,7686396.28901109,3681989.47173147,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4441_1,0.0,1,0,1,100000000,11000,50,1.002599251837088,3992535.12436119,2294363.99409017,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4441_2,0.0,1,0,1,100000000,11000,50,1.002599251837088,4079827.09669275,2279649.4372013,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4442_1,0.0,1,0,1,100000000,11000,50,1.004910853593608,6426528.44072543,1711311.46504786,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4442_2,0.0,1,0,1,100000000,11000,50,1.004910853593608,6517102.92763673,1686050.55379886,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4443_1,0.0,1,0,1,100000000,11000,50,1.010254870481021,7413249.047711491,2301372.94231076,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4444_1,0.0,1,0,1,100000000,11000,50,0.9921862704248082,5783972.17995366,1576579.65494506,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4445_1,0.0,1,0,1,100000000,11000,50,0.9899775437934025,5454631.82014227,1863742.62012611,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4446_1,0.0,1,0,1,100000000,11000,50,1.011846353214983,4081050.22561108,2321557.11976066,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4446_2,0.0,1,0,1,100000000,11000,50,1.011846353214983,4386855.70465517,2220571.70506753,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4447_1,0.0,1,0,1,100000000,11000,50,0.9989340535794292,6344298.2786044,2739005.92027162,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4447_2,0.0,1,0,1,100000000,11000,50,0.9989340535794292,6264396.41305129,2572653.39725786,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4448_1,0.0,1,0,1,100000000,11000,50,0.979851136244788,2526627.028568,328863.361380575,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4448_2,0.0,1,0,1,100000000,11000,50,0.979851136244788,2469043.82865499,339449.246725906,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4448_3,0.0,1,0,1,100000000,11000,50,0.979851136244788,2770793.22078042,926441.380646452,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4449_1,0.0,1,0,1,100000000,11000,50,1.003877972994718,1227931.74504116,659180.604384653,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4450_1,0.0,1,0,1,100000000,11000,50,1.002569958166828,7548758.10133195,3097195.03784426,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4450_2,0.0,1,0,1,100000000,11000,50,1.002569958166828,7202510.57886598,3081381.34320085,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4451_1,0.0,1,0,1,100000000,11000,50,0.9854358689187438,9034358.7288321,3197906.5502997,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4451_2,0.0,1,0,1,100000000,11000,50,0.9854358689187438,9139582.68146706,3110614.14456689,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4452_1,0.0,1,0,1,100000000,11000,50,0.9889321003885153,7284205.737591251,2385517.13508847,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4452_2,0.0,1,0,1,100000000,11000,50,0.9889321003885153,7066874.428475739,2444239.07182035,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4453_1,0.0,1,0,1,100000000,11000,50,1.020944876685583,2227635.32539206,588735.844992427,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4454_1,0.0,1,0,1,100000000,11000,50,0.9985266441247368,3318686.89609026,1637880.30790379,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4454_2,0.0,1,0,1,100000000,11000,50,0.9985266441247368,3445231.01072246,1504305.886184,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4455_1,0.0,1,0,1,100000000,11000,50,0.9794778065913419,5740200.7637287,2600035.86821882,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4455_2,0.0,1,0,1,100000000,11000,50,0.9794778065913419,5805766.45937506,2577249.91882821,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4456_1,0.0,1,0,1,100000000,11000,50,0.992088940408822,6182660.83939136,1983440.30117346,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4456_2,0.0,1,0,1,100000000,11000,50,0.992088940408822,6524659.03910044,2032711.93574835,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4457_4,0.0,1,0,1,100000000,11000,50,1.087884937162962,8756516.724141549,12624922.9106456,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4457_5,0.0,1,0,1,100000000,11000,50,1.087884937162962,8862073.437083509,12640539.1540937,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4457_6,0.0,1,0,1,100000000,11000,50,1.087884937162962,8987529.65477016,12209579.5910209,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4458_1,0.0,1,0,1,100000000,11000,50,1.002272046533859,5148773.009143679,1845485.0506003,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4458_2,0.0,1,0,1,100000000,11000,50,1.002272046533859,5150495.011395399,1813366.33616136,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4459_3,0.0,1,0,1,100000000,11000,50,0.9926298575409913,10145349.8578575,2756391.5055478,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4459_4,0.0,1,0,1,100000000,11000,50,0.9926298575409913,10299807.1759087,2597684.29732183,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4459_5,0.0,1,0,1,100000000,11000,50,0.9926298575409913,10078052.5691638,2740720.45119805,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4460_2,0.0,1,0,1,100000000,11000,50,0.9770744032275968,8620165.177629558,1924473.36073886,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4460_3,0.0,1,0,1,100000000,11000,50,0.9770744032275968,8349722.713497229,1774217.81430356,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4460_4,0.0,1,0,1,100000000,11000,50,0.9770744032275968,8285886.781415201,1848288.61231646,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4461_1,0.0,1,0,1,100000000,11000,50,0.9722464149782969,11355308.2960303,1408392.86912126,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4461_2,0.0,1,0,1,100000000,11000,50,0.9722464149782969,11269615.0771498,1436564.60397346,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4461_3,0.0,1,0,1,100000000,11000,50,0.9722464149782969,11123557.5431846,1450652.77870861,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4463_1,0.0,1,0,1,100000000,11000,50,0.986702771770832,8174352.198573059,2647654.94982954,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4463_2,0.0,1,0,1,100000000,11000,50,0.986702771770832,8084555.62940226,2594386.98449512,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4464_1,0.0,1,0,1,100000000,11000,50,1.007209436412753,5022279.16486999,1847071.44879894,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4464_2,0.0,1,0,1,100000000,11000,50,1.007209436412753,5245841.88823951,1882220.74432247,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4465_1,0.0,1,0,1,100000000,11000,50,0.9984864157545548,7609967.8434479,2568515.54650422,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4466_1,0.0,1,0,1,100000000,11000,50,0.995988717386438,1229704.23049247,525620.7930697589,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4466_2,0.0,1,0,1,100000000,11000,50,0.995988717386438,1279948.03689816,539682.399340114,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4467_1,0.0,1,0,1,100000000,11000,50,0.9944889903428884,7293867.57735573,3068890.22315601,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4468_1,0.0,1,0,1,100000000,11000,50,0.996282426679947,4698432.36100227,2048341.6797407,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4469_1,0.0,1,0,1,100000000,11000,50,0.9962103538920049,2466672.19156064,1609400.67674294,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4469_2,0.0,1,0,1,100000000,11000,50,0.9962103538920049,2537276.85769796,1590533.12319699,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4470_1,0.0,1,0,1,100000000,11000,50,0.981733362832158,3649981.04112223,1394853.29723191,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4471_1,0.0,1,0,1,100000000,11000,50,0.9853554282554839,7028021.34686895,2350835.71142787,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4471_2,0.0,1,0,1,100000000,11000,50,0.9853554282554839,7274342.23539708,2333512.42973879,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4472_1,0.0,1,0,1,100000000,11000,50,0.9960378312755724,7611453.940139339,3331603.0972668,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4473_1,0.0,1,0,1,100000000,11000,50,1.003977502047599,10862516.1443962,3536527.27677627,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4473_2,0.0,1,0,1,100000000,11000,50,1.003977502047599,10100225.7642087,3768123.10894881,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4474_1,0.0,1,0,1,100000000,11000,50,0.9967325803842638,1660571.39101336,433485.827828944,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4474_2,0.0,1,0,1,100000000,11000,50,0.9967325803842638,1633524.84990489,411660.927861929,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4475_1,0.0,1,0,1,100000000,11000,50,0.9939887652584602,2753261.519989,605653.217086382,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4475_2,0.0,1,0,1,100000000,11000,50,0.9939887652584602,2690937.74012178,606782.5868893419,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4475_3,0.0,1,0,1,100000000,11000,50,0.9939887652584602,2663675.29762536,603019.7372093799,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4476_1G,0.0,1,0,1,100000000,11000,50,0.9856627712210105,-12700.7181833033,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4476_2,0.0,1,0,1,100000000,11000,50,0.9856627712210105,5490473.33265692,2318834.49027003,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4476_2G,0.0,1,0,1,100000000,11000,50,0.9856627712210105,-13154.8488288186,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4476_3,0.0,1,0,1,100000000,11000,50,0.9856627712210105,5513869.06148717,2250190.97359804,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4476_4,0.0,1,0,1,100000000,11000,50,0.9856627712210105,5317042.36516133,2242962.20856132,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4477_1,0.0,1,0,1,100000000,11000,50,0.9918671043298354,10639692.2554962,3074285.25462979,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4478_1,0.0,1,0,1,100000000,11000,50,1.000731142318494,4005412.94715349,2034587.93011755,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4478_2,0.0,1,0,1,100000000,11000,50,1.000731142318494,4260752.00320873,2089002.65690968,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4479_1,0.0,1,0,1,100000000,11000,50,0.9893603571060905,1104439.10184572,-212719.27563455,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4480_1,0.0,1,0,1,100000000,11000,50,0.9914230510430974,1577517.84605673,464806.136362487,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4480_2,0.0,1,0,1,100000000,11000,50,0.9914230510430974,1628817.28520542,490434.24817319,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4481_1,0.0,1,0,1,100000000,11000,50,1.008043405963309,2667389.52625804,838730.720978882,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4482_1,0.0,1,0,1,100000000,11000,50,1.004134454071025,95906.49146586661,-638104.996460024,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4483_1,0.0,1,0,1,100000000,7600,50,0.9706152564485565,7851873.70762462,2931507.72696696,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4484_1,0.0,1,0,1,100000000,11000,50,1.003299794694087,3213317.75273248,571873.4300546349,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4484_2,0.0,1,0,1,100000000,11000,50,1.003299794694087,3226958.13041618,537367.503002286,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4485_2,0.0,1,0,1,100000000,11000,50,1.01446636512431,6397867.953323291,2271194.87175462,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4485_3,0.0,1,0,1,100000000,11000,50,1.01446636512431,6546770.231974781,2213922.47423781,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4486_1,0.0,1,0,1,100000000,11000,50,0.9885900180955315,5460730.95982955,1298380.31376153,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4486_2,0.0,1,0,1,100000000,11000,50,0.9885900180955315,5407616.04262302,1378720.14768422,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4487_1,0.0,1,0,1,100000000,11000,50,0.99591405201102,2965636.98970117,1282536.0958036,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4487_2,0.0,1,0,1,100000000,11000,50,0.99591405201102,2984814.77609635,1279824.56387691,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4488_1,0.0,1,0,1,100000000,11000,50,1.002488798346629,3108799.23370513,1067531.57901792,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4489_1,0.0,1,0,1,100000000,11000,50,0.9981392393085412,2513903.37290815,1560676.39039066,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4489_2,0.0,1,0,1,100000000,11000,50,0.9981392393085412,2525254.34758803,1468137.23523715,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4490_2,0.0,1,0,1,100000000,11000,50,0.987449620328791,5730533.024868879,2465609.6707779,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4490_3,0.0,1,0,1,100000000,11000,50,0.987449620328791,5275389.938710961,2447123.36300807,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4493_5,0.0,1,0,1,100000000,11000,50,1.088000606148059,-2039820.03510632,-4668923.57630236,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4493_5C,0.0,1,0,1,100000000,11000,50,1.088000606148059,15709795.7397345,2040736.49244383,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4500_1,0.0,1,0,1,100000000,33000,50,1.037014551382667,1334095.520283,569392.1367940031,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_4500_2,0.0,1,0,1,100000000,33000,50,1.037014551382667,1302748.59401053,563448.279895121,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5017_1,0.0,1,0,1,100000000,14500,50,1.055739999999976,5341114.25835183,1845282.85784936,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5043_1G,0.0,1,0,1,100000000,690,50,1.045806409953615,-7487572.28344437,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5048_1G,0.0,1,0,1,100000000,33000,50,0.9883055004754623,-7685313.68749682,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5048_2G,0.0,1,0,1,100000000,33000,50,0.9883055004754623,-10771311.0385113,0,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5072_1,0.0,1,0,1,100000000,110000,50,1.028641073576293,21591291.5928008,-544970.926259272,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5072_1C,0.0,1,0,1,100000000,110000,50,1.028641073576293,4921359.73647237,1926305.80896512,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5072_2,0.0,1,0,1,100000000,110000,50,1.028641073576293,22595386.9750204,-543703.628515266,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5072_2C,0.0,1,0,1,100000000,110000,50,1.028641073576293,4889892.97696389,2022426.2394011,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
load_P_5072_3,0.0,1,0,1,100000000,110000,50,1.028641073576293,22700549.146805,-581302.202119492,0.7,5.402,0.928,1798,0,9.820300000000001e-007,0,0,0,0,0,0,0,0
